Res50+Res101, 0.6621287128712872,0.6708860759493671,0.9928443649373881
Res50+Res152, 0.47005988023952094,0.5040128410914928,0.9959919839679359
Res50+IncepV3, 0.8148148148148148,0.8062111801242235,0.9955555555555555
Res50+VGG16, 0.858739837398374,0.9124748490945674,0.9881081081081081
Res50+VGG19, 0.9567839195979899,0.9434343434343434,0.9912376779846659
Res50+bert, 0.8693304535637149,0.8066298342541437,0.9946949602122016
Res101+Res152, 0.2655367231638418,0.265625,0.990990990990991
Res101+IncepV3, 0.6902927580893683,0.6796267496111975,0.9907407407407407
Res101+VGG16, 0.668141592920354,0.642018779342723,0.998422712933754
Res101+VGG19, 0.6158323632130385,0.6662908680947013,0.9932998324958124
Res101+bert, 0.5350140056022409,0.6103542234332425,0.9964349376114082
Res152+IncepV3, 0.42696629213483145,0.4758220502901354,0.9926289926289926
Res152+VGG16, 0.5943775100401606,0.5949554896142433,0.9942084942084942
Res152+VGG19, 0.5558659217877095,0.5918079096045198,0.9979838709677419
Res152+bert, 0.5303776683087028,0.5418060200668896,0.9889624724061811
IncepV3+VGG16, 0.8845738942826321,0.8571428571428571,0.990086741016109
IncepV3+VGG19, 0.8743228602383532,0.8436123348017621,0.9828850855745721
IncepV3+bert, 0.80859375,0.7432065217391305,0.9932885906040269
VGG16+VGG19, 0.979,0.971,0.9896265560165975
VGG16+bert, 0.828838174273859,0.9186991869918699,0.9965116279069768
VGG19+bert, 0.9049079754601227,0.9024390243902439,0.9915662650602409